"id","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha","rainfall","mean_temperature","extractable_phosphorous","total_potassium","sand_content","soil_organic_carbon","pH","root_depth"
1,2890,0,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
2,1200,15,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
3,1350,15,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
4,1570,15,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
5,1830,30,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
6,4040,60,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
7,3370,30,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
8,1490,60,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
9,850,0,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
10,1450,60,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
11,3610,60,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
12,1700,30,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
13,1380,0,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
14,3290,15,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
15,3840,30,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
16,1710,30,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
17,1960,0,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
18,3450,30,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
19,4520,30,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
20,1930,0,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
21,1880,60,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
22,1640,60,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
23,1300,15,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
24,1010,0,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
25,2620,60,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
26,2250,15,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
27,2630,15,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
28,1000,15,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
29,3420,60,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
30,1530,30,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
31,2090,30,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
32,1830,30,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
33,1410,0,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
34,3420,60,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
35,1770,30,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
36,2600,0,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
37,1680,0,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
38,1950,60,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
39,1550,60,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
40,1700,15,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
41,2310,15,30,0,467,22,1299,289,62.5,7,6.55000019073486,115
42,2920,60,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
43,1590,15,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
44,2260,15,7.5,0,467,22,1299,289,62.5,7,6.55000019073486,115
45,3470,30,15,0,467,22,1299,289,62.5,7,6.55000019073486,115
46,2470,0,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
47,1020,60,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
48,2040,30,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
49,1690,30,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
50,2010,15,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
51,2620,60,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
52,1890,0,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
53,1970,60,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
54,2130,60,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
55,880,30,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
56,1000,15,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
57,2160,30,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
58,1660,0,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
59,1080,15,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
60,1240,15,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
61,1460,0,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
62,2330,0,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
63,3020,30,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
64,3160,30,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
65,1660,60,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
66,2780,60,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
67,2840,60,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
68,1600,15,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
69,1680,15,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
70,1820,15,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
71,1700,15,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
72,1390,30,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
73,3360,60,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
74,1890,0,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
75,1170,30,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
76,2070,60,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
77,2680,60,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
78,2800,0,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
79,1380,15,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
80,2910,15,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
81,1790,15,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
82,1610,60,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
83,2030,30,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
84,1140,0,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
85,2530,15,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
86,1690,60,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
87,1570,30,7.5,0,543,20,1477,310,69.5,8,6.55000019073486,117
88,2600,30,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
89,1430,0,15,0,543,20,1477,310,69.5,8,6.55000019073486,117
90,3250,30,30,0,543,20,1477,310,69.5,8,6.55000019073486,117
91,2240,0,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
92,2310,15,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
93,1900,30,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
94,3690,60,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
95,2060,0,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
96,1790,0,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
97,1700,15,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
98,3490,60,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
99,2550,30,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
100,1850,15,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
101,2950,30,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
102,3140,30,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
103,3700,60,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
104,2850,15,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
105,2640,60,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
106,2750,60,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
107,2250,0,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
108,3840,30,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
109,3680,60,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
110,3650,60,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
111,4120,30,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
112,3340,60,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
113,2650,0,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
114,3150,30,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
115,2710,15,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
116,3060,15,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
117,4540,30,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
118,2330,15,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
119,2260,15,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
120,2270,0,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
121,2590,60,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
122,2800,15,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
123,2230,15,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
124,1860,15,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
125,2150,0,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
126,2380,60,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
127,2760,60,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
128,2510,30,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
129,2070,30,7.5,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
130,1910,30,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
131,3730,60,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
132,2220,15,0,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
133,1110,0,15,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
134,2990,30,30,0,537,19,1084,243,60.5,14.5,6.05000019073486,141
135,2895,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
136,2454,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
137,3609,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
138,3026,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
139,2482,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
140,3528,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
141,2948,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
142,2440,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
143,3519,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
144,2430,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
145,3921,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
146,2818,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
147,4088,60,30,0,282,22,1299,289,62.5,7,6.55000019073486,115
148,3180,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
149,2440,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
150,2330,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
151,2460,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
152,3910,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
153,3030,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
154,2270,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
155,2490,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
156,4310,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
157,3430,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
158,3640,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
159,4790,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
160,3420,60,30,0,405,20,1477,310,69.5,8,6.55000019073486,117
161,2642,0,15,0,233,22,1299,289,62.5,7,6.55000019073486,115
162,2582,0,15,0,233,22,1299,289,62.5,7,6.55000019073486,115
163,3092,0,15,0,233,22,1299,289,62.5,7,6.55000019073486,115
164,3327,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
165,2861,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
166,3744,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
167,2044,0,45,0,233,22,1299,289,62.5,7,6.55000019073486,115
168,3025,0,45,0,233,22,1299,289,62.5,7,6.55000019073486,115
169,2470,0,45,0,233,22,1299,289,62.5,7,6.55000019073486,115
170,2423,0,60,0,233,22,1299,289,62.5,7,6.55000019073486,115
171,2429,0,60,0,233,22,1299,289,62.5,7,6.55000019073486,115
172,2287,0,60,0,233,22,1299,289,62.5,7,6.55000019073486,115
173,2074,0,15,0,233,22,1299,289,62.5,7,6.55000019073486,115
174,2768,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
175,1998,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
176,2012,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
177,2125,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
178,1976,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
179,2016,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
180,2012,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
181,1944,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
182,1944,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
183,2026,0,30,0,233,22,1299,289,62.5,7,6.55000019073486,115
184,2020,0,7.5,0,220,22,1299,289,62.5,7,6.55000019073486,115
185,2050,0,7.5,0,220,22,1299,289,62.5,7,6.55000019073486,115
186,2830,0,7.5,0,220,22,1299,289,62.5,7,6.55000019073486,115
187,3780,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
188,3720,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
189,3910,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
190,4100,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
191,4140,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
192,4050,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
193,3260,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
194,4330,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
195,3230,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
196,2990,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
197,2370,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
198,3030,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
199,2540,0,7.5,0,220,22,1299,289,62.5,7,6.55000019073486,115
200,2330,0,7.5,0,220,22,1299,289,62.5,7,6.55000019073486,115
201,3140,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
202,3540,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
203,2620,0,15,0,220,22,1299,289,62.5,7,6.55000019073486,115
204,4030,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
205,3850,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
206,4040,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
207,3300,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
208,3480,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
209,2600,0,45,0,220,22,1299,289,62.5,7,6.55000019073486,115
210,2710,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
211,3470,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
212,2450,0,60,0,220,22,1299,289,62.5,7,6.55000019073486,115
213,2200,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
214,3570,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
215,3560,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
216,3810,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
217,3460,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
218,3920,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
219,3400,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
220,3690,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
221,1930,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
222,2680,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
223,3180,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
224,2680,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
225,3210,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
226,2470,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
227,3340,0,30,0,220,22,1299,289,62.5,7,6.55000019073486,115
228,4461,0,15,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
229,4046,0,15,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
230,3769,0,15,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
231,4920,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
232,5020,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
233,4560,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
234,5578,0,45,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
235,3968,0,45,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
236,4567,0,45,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
237,3458,0,60,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
238,3745,0,60,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
239,5372,0,15,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
240,4478,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
241,4340,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
242,4470,0,45,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
243,2791,0,45,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
244,3222,0,60,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
245,4030,0,60,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
246,4511,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
247,4275,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
248,4574,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
249,3907,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
250,2897,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
251,5171,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
252,5058,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
253,6660,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
254,3811,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
255,5540,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
256,4706,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
257,2968,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
258,5783,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
259,2988,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
260,3538,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
261,5067,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
262,5439,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
263,5876,0,30,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
264,3860,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
265,3030,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
266,3630,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
267,4440,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
268,4530,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
269,3890,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
270,3970,0,45,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
271,2930,0,45,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
272,3000,0,60,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
273,2800,0,60,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
274,2940,0,60,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
275,3490,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
276,3700,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
277,3030,0,15,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
278,4150,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
279,4060,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
280,3310,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
281,3130,0,45,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
282,2960,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
283,4070,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
284,4020,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
285,3610,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
286,4710,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
287,3780,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
288,4280,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
289,2900,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
290,3680,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
291,2960,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
292,3310,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
293,3950,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
294,3250,0,30,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
295,5853,120,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
296,3387,120,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
297,4297,120,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
298,4780,20,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
299,5768,20,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
300,4913,20,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
301,4302,40,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
302,4669,40,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
303,3815,40,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
304,6666,60,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
305,5970,60,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
306,5539,80,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
307,3031,80,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
308,6353,80,0,0,327,19,1084,243,60.5,14.5,6.05000019073486,141
309,3894,20,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
310,3593,20,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
311,3546,40,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
312,3341,40,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
313,3400,60,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
314,4026,60,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
315,3501,60,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
316,3645,80,0,0,277,19,1084,243,60.5,14.5,6.05000019073486,141
317,3140,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
318,3140,30,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
319,4160,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
320,4160,60,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
321,4710,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
322,4710,90,20.4,0,1365,20,529,280,18.5,16,7.44999980926514,75
323,3625,41,20.0873362445415,0,951,17,2039,394,32.5,34.5,6.25,125
324,3868,64,20.0873362445415,0,951,17,2039,394,32.5,34.5,6.25,125
325,4486,41,20.0873362445415,0,568,22,1758,458,45,45,7.55000019073486,80
326,5069,64,20.0873362445415,0,568,22,1758,458,45,45,7.55000019073486,80
327,3702,41,30.1310043668122,0,951,17,2039,394,32.5,34.5,6.25,125
328,3238,64,30.1310043668122,0,951,17,2039,394,32.5,34.5,6.25,125
329,4565,41,30.1310043668122,0,568,22,1758,458,45,45,7.55000019073486,80
330,3372,64,30.1310043668122,0,568,22,1758,458,45,45,7.55000019073486,80
331,7050,43.5,20.0873362445415,0,639,18,2243,310,38,22,6.80000019073486,107
332,7611,87,20.0873362445415,0,639,18,2243,310,38,22,6.80000019073486,107
333,8001,130.5,20.0873362445415,0,639,18,2243,310,38,22,6.80000019073486,107
334,7633,174,20.0873362445415,0,639,18,2243,310,38,22,6.80000019073486,107
335,1939,18,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
336,2788,46,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
337,2754,64,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
338,1680,18,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
339,2480,46,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
340,2323,64,20.0873362445415,0,636,22,2068,1135,37,12,7.30000019073486,115
341,1782,18,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
342,2613,46,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
343,2063,64,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
344,2053,18,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
345,2063,46,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
346,2463,64,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
347,2774,18,20.0873362445415,0,645,22,1795,1005,35.5,15,7.55000019073486,115
348,3807,46,20.0873362445415,0,645,22,1795,1005,35.5,15,7.55000019073486,115
349,2605,64,20.0873362445415,0,645,22,1795,1005,35.5,15,7.55000019073486,115
350,2534,18,20.0873362445415,0,645,22,1795,1005,35.5,15,7.55000019073486,115
351,2739,46,20.0873362445415,0,645,22,1795,1005,35.5,15,7.55000019073486,115
352,3077,64,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
353,943,18,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
354,2057,46,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
355,2469,64,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
356,955,18,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
357,2003,46,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
358,2455,64,20.0873362445415,0,743,22,1795,1005,35.5,15,7.55000019073486,115
359,1125,18,20.0873362445415,0,685,21,1112,939,37,19,6.55000019073486,75
360,2032,46,20.0873362445415,0,685,21,1112,939,37,19,6.55000019073486,75
361,1905,64,20.0873362445415,0,685,21,1112,939,37,19,6.55000019073486,75
362,2310,18,20.0873362445415,0,685,21,1112,939,37,19,6.55000019073486,75
363,2531,46,20.0873362445415,0,685,21,1112,939,37,19,6.55000019073486,75
364,1701,64,20.0873362445415,0,788,21,1112,939,37,19,6.55000019073486,75
365,1464,18,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
366,1470,46,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
367,1642,64,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
368,1195,18,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
369,1480,46,20.0873362445415,0,752,22,2068,1135,37,12,7.30000019073486,115
