"id","yield_kg_ha","kg_N_ha","kg_P_ha","kg_K_ha","rainfall","mean_temperature","extractable_phosphorous","total_potassium","sand_content","soil_organic_carbon","pH","root_depth"
10463,6727,100,30,30,845,26,368,114,56,7,6.05000019073486,115
10464,1038,0,30,30,845,26,368,114,56,7,6.05000019073486,115
10465,2297,100,0,30,845,26,368,114,56,7,6.05000019073486,115
10466,8093,100,30,0,845,26,368,114,56,7,6.05000019073486,115
10467,4138,100,30,30,845,26,368,114,56,7,6.05000019073486,115
10468,2126,100,0,30,817,26,414,125,51.5,7.5,6.5,75
10469,4879,100,30,0,817,26,414,125,51.5,7.5,6.5,75
10470,4795,100,30,30,817,26,414,125,51.5,7.5,6.5,75
10471,1677,0,30,30,817,26,414,125,51.5,7.5,6.5,75
10472,1925,100,0,30,817,26,414,125,51.5,7.5,6.5,75
10473,3907,100,30,0,817,26,414,125,51.5,7.5,6.5,75
10474,5615,100,30,30,817,26,414,125,51.5,7.5,6.5,75
10475,1792,0,30,30,817,26,405,108,48,7,6.55000019073486,75
10476,5441,100,0,30,817,26,405,108,48,7,6.55000019073486,75
10477,4709,100,30,0,817,26,405,108,48,7,6.55000019073486,75
10478,4521,100,30,30,817,26,405,108,48,7,6.55000019073486,75
10479,4850,100,0,30,817,26,405,108,48,7,6.55000019073486,75
10480,4784,100,30,0,817,26,405,108,48,7,6.55000019073486,75
10481,4760,100,30,30,817,26,405,108,48,7,6.55000019073486,75
10482,3898,100,0,30,812,26,339,125,52,7,6.25,75
10483,4497,100,30,0,812,26,339,125,52,7,6.25,75
10484,4115,100,30,30,812,26,339,125,52,7,6.25,75
10485,1499,0,30,30,812,26,339,125,52,7,6.25,75
10486,3957,100,0,30,812,26,339,125,52,7,6.25,75
10487,4060,100,30,0,812,26,339,125,52,7,6.25,75
10488,4344,100,30,30,812,26,339,125,52,7,6.25,75
10489,2698,100,0,30,812,26,345,128,51,7,6.44999980926514,75
10490,2680,100,30,0,812,26,345,128,51,7,6.44999980926514,75
10491,2012,100,30,30,812,26,345,128,51,7,6.44999980926514,75
10492,4528,100,0,30,812,26,345,128,51,7,6.44999980926514,75
10493,4517,100,30,0,812,26,345,128,51,7,6.44999980926514,75
10494,2370,100,30,30,812,26,345,128,51,7,6.44999980926514,75
10495,2424,0,30,30,817,26,510,157,51.5,8,6.40000009536743,75
10496,3504,100,0,30,817,26,510,157,51.5,8,6.40000009536743,75
10497,3397,100,30,0,817,26,510,157,51.5,8,6.40000009536743,75
10498,3377,100,30,30,817,26,510,157,51.5,8,6.40000009536743,75
10499,3157,100,0,30,817,26,510,157,51.5,8,6.40000009536743,75
10500,2247,100,30,0,817,26,510,157,51.5,8,6.40000009536743,75
10501,4399,100,30,30,817,26,510,157,51.5,8,6.40000009536743,75
10502,2048,0,30,30,897,25,250,114,52,8,6.09999990463257,40
10503,2843,100,0,30,897,25,250,114,52,8,6.09999990463257,40
10504,3690,100,30,0,897,25,250,114,52,8,6.09999990463257,40
10505,5186,100,30,30,897,25,250,114,52,8,6.09999990463257,40
10506,2623,0,30,30,897,25,250,114,52,8,6.09999990463257,40
10507,4458,100,0,30,897,25,250,114,52,8,6.09999990463257,40
10508,4297,100,30,0,897,25,250,114,52,8,6.09999990463257,40
10509,5429,100,30,30,897,25,250,114,52,8,6.09999990463257,40
10510,3129,100,30,0,901,25,282,118,56.5,5.5,5.90000009536743,75
10511,2317,100,30,30,901,25,282,118,56.5,5.5,5.90000009536743,75
10512,3483,100,30,0,901,25,282,118,56.5,5.5,5.90000009536743,75
10513,3791,100,30,30,901,25,282,118,56.5,5.5,5.90000009536743,75
10514,3447,0,30,30,901,25,281,144,48,9.5,5.90000009536743,40
10515,5566,100,0,30,901,25,281,144,48,9.5,5.90000009536743,40
10516,3488,100,30,0,901,25,281,144,48,9.5,5.90000009536743,40
10517,5597,100,30,30,901,25,281,144,48,9.5,5.90000009536743,40
10518,3101,0,30,30,901,25,281,144,48,9.5,5.90000009536743,40
10519,3119,100,0,30,901,25,281,144,48,9.5,5.90000009536743,40
10520,5229,100,30,0,901,25,281,144,48,9.5,5.90000009536743,40
10521,5250,100,30,30,901,25,281,144,48,9.5,5.90000009536743,40
10522,2196,0,30,30,891,25,289,125,48,8,6,40
10523,3536,100,0,30,891,25,289,125,48,8,6,40
10524,3995,100,30,0,891,25,289,125,48,8,6,40
10525,4897,100,30,30,891,25,289,125,48,8,6,40
10526,4369,100,0,30,891,25,289,125,48,8,6,40
10527,6171,100,30,0,891,25,289,125,48,8,6,40
10528,4392,100,30,30,891,25,289,125,48,8,6,40
10529,1887,0,30,30,891,25,314,108,56,8.5,6,40
10530,3781,100,0,30,891,25,314,108,56,8.5,6,40
10531,4540,100,30,0,891,25,314,108,56,8.5,6,40
10532,3323,100,30,30,891,25,314,108,56,8.5,6,40
10533,1476,0,30,30,891,25,314,108,56,8.5,6,40
10534,3232,100,30,0,891,25,314,108,56,8.5,6,40
10535,5872,100,30,30,891,25,314,108,56,8.5,6,40
10536,3386,0,30,30,891,25,313,181,52,7.5,6,40
10537,2962,100,0,30,891,25,313,181,52,7.5,6,40
10538,3301,100,30,0,891,25,313,181,52,7.5,6,40
10539,4637,100,30,30,891,25,313,181,52,7.5,6,40
10540,4385,0,30,30,891,25,313,181,52,7.5,6,40
10541,2307,100,0,30,891,25,313,181,52,7.5,6,40
10542,3352,100,30,0,891,25,313,181,52,7.5,6,40
10543,3239,100,30,30,891,25,313,181,52,7.5,6,40
10544,1726,0,30,30,901,25,347,144,55,9,5.5,40
10545,3569,100,0,30,901,25,347,144,55,9,5.5,40
10546,9126,100,30,0,901,25,347,144,55,9,5.5,40
10547,6667,100,30,30,901,25,347,144,55,9,5.5,40
10548,4533,0,30,30,901,25,347,144,55,9,5.5,40
10549,3951,100,0,30,901,25,347,144,55,9,5.5,40
10550,6663,100,30,0,901,25,347,144,55,9,5.5,40
10551,3685,100,30,30,901,25,347,144,55,9,5.5,40
10552,2200,0,30,30,901,25,282,133,49,8,5.90000009536743,40
10553,2225,100,0,30,901,25,282,133,49,8,5.90000009536743,40
10554,4722,100,30,0,901,25,282,133,49,8,5.90000009536743,40
10555,5778,100,30,30,901,25,282,133,49,8,5.90000009536743,40
10556,5737,100,0,30,901,25,282,133,49,8,5.90000009536743,40
10557,4329,100,30,0,901,25,282,133,49,8,5.90000009536743,40
10558,2829,100,30,30,901,25,282,133,49,8,5.90000009536743,40
10559,1751,0,30,30,914,25,268,120,38,7.5,6.05000019073486,75
10560,2304,100,0,30,914,25,268,120,38,7.5,6.05000019073486,75
10561,2619,100,30,0,914,25,268,120,38,7.5,6.05000019073486,75
10562,4224,100,30,30,914,25,268,120,38,7.5,6.05000019073486,75
10563,1816,0,30,30,914,25,268,120,38,7.5,6.05000019073486,75
10564,2410,100,0,30,914,25,268,120,38,7.5,6.05000019073486,75
10565,2019,100,30,0,914,25,268,120,38,7.5,6.05000019073486,75
10566,3390,100,30,30,914,25,268,120,38,7.5,6.05000019073486,75
10567,2068,0,30,30,915,25,374,137,46.5,8,6,75
10568,1088,100,0,30,915,25,374,137,46.5,8,6,75
10569,3903,100,30,0,915,25,374,137,46.5,8,6,75
10570,3726,100,30,30,915,25,374,137,46.5,8,6,75
10571,3419,0,30,30,915,25,374,137,46.5,8,6,75
10572,1064,100,0,30,915,25,374,137,46.5,8,6,75
10573,4257,100,30,0,915,25,374,137,46.5,8,6,75
10574,4070,100,30,30,915,25,374,137,46.5,8,6,75
10575,2990,0,30,30,923,25,286,135,50.5,7,6.19999980926514,75
10576,3766,100,0,30,923,25,286,135,50.5,7,6.19999980926514,75
10577,2943,0,30,30,923,25,286,135,50.5,7,6.19999980926514,75
10578,2511,100,0,30,923,25,286,135,50.5,7,6.19999980926514,75
10579,1794,0,30,30,915,25,335,140,45.5,8.5,6,75
10580,2922,100,0,30,915,25,335,140,45.5,8.5,6,75
10581,3356,100,30,0,915,25,335,140,45.5,8.5,6,75
10582,4711,100,30,30,915,25,335,140,45.5,8.5,6,75
10583,1418,0,30,30,915,25,335,140,45.5,8.5,6,75
10584,3456,100,0,30,915,25,335,140,45.5,8.5,6,75
10585,3686,100,30,0,915,25,335,140,45.5,8.5,6,75
10586,5098,100,30,30,915,25,335,140,45.5,8.5,6,75
10587,2825,0,30,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10588,5414,100,0,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10589,5543,100,30,0,891,25,273,131,48.5,8.5,6.05000019073486,40
10590,6215,100,30,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10591,1574,0,30,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10592,4299,100,0,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10593,6136,100,30,0,891,25,273,131,48.5,8.5,6.05000019073486,40
10594,6372,100,30,30,891,25,273,131,48.5,8.5,6.05000019073486,40
10595,3393,0,30,30,845,25,295,169,56,5,5.90000009536743,40
10596,4586,100,0,30,845,25,295,169,56,5,5.90000009536743,40
10597,5656,100,30,0,845,25,295,169,56,5,5.90000009536743,40
10598,4605,100,30,30,845,25,295,169,56,5,5.90000009536743,40
10599,1964,0,30,30,845,25,295,169,56,5,5.90000009536743,40
10600,3251,100,0,30,845,25,295,169,56,5,5.90000009536743,40
10601,8229,100,30,0,845,25,295,169,56,5,5.90000009536743,40
10602,6641,100,30,30,845,25,295,169,56,5,5.90000009536743,40
10603,3378,100,30,0,835,25,325,144,60.5,5.5,6.09999990463257,115
10604,2132,100,30,30,835,25,325,144,60.5,5.5,6.09999990463257,115
10605,1566,100,0,30,835,25,325,144,60.5,5.5,6.09999990463257,115
10606,1602,100,30,0,835,25,325,144,60.5,5.5,6.09999990463257,115
10607,1842,100,30,30,835,25,325,144,60.5,5.5,6.09999990463257,115
10608,2050,100,0,30,835,25,323,143,63.5,4,6.19999980926514,115
10609,2055,100,30,0,835,25,323,143,63.5,4,6.19999980926514,115
10610,3400,100,30,30,835,25,323,143,63.5,4,6.19999980926514,115
10611,2510,100,0,30,835,25,323,143,63.5,4,6.19999980926514,115
10612,4998,100,30,0,835,25,323,143,63.5,4,6.19999980926514,115
10613,2692,100,30,30,835,25,323,143,63.5,4,6.19999980926514,115
10614,4532,0,30,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10615,7786,100,0,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10616,9897,100,30,0,835,25,323,144,61.5,5.5,6.15000009536743,115
10617,5354,100,30,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10618,2943,0,30,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10619,6313,100,0,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10620,8141,100,30,0,835,25,323,144,61.5,5.5,6.15000009536743,115
10621,9100,100,30,30,835,25,323,144,61.5,5.5,6.15000009536743,115
10622,3226,0,30,30,877,25,250,99,54,6,6,115
10623,3586,100,0,30,877,25,250,99,54,6,6,115
10624,4280,100,30,0,877,25,250,99,54,6,6,115
10625,3898,100,30,30,877,25,250,99,54,6,6,115
10626,3735,0,30,30,877,25,250,99,54,6,6,115
10627,2550,100,0,30,877,25,250,99,54,6,6,115
10628,4139,100,30,0,877,25,250,99,54,6,6,115
10629,5336,100,30,30,877,25,250,99,54,6,6,115
10630,3537,0,30,30,886,25,287,151,52,8,6,40
10631,4468,100,0,30,886,25,287,151,52,8,6,40
10632,5593,100,30,0,886,25,287,151,52,8,6,40
10633,5967,100,30,30,886,25,287,151,52,8,6,40
10634,3199,0,30,30,886,25,287,151,52,8,6,40
10635,4251,100,0,30,886,25,287,151,52,8,6,40
10636,5448,100,30,0,886,25,287,151,52,8,6,40
10637,3825,100,30,30,886,25,287,151,52,8,6,40
10638,2873,0,30,30,871,25,264,116,53,6.5,6,40
10639,8366,100,0,30,871,25,264,116,53,6.5,6,40
10640,7420,100,30,0,871,25,264,116,53,6.5,6,40
10641,7619,100,30,30,871,25,264,116,53,6.5,6,40
10642,3676,0,30,30,871,25,264,116,53,6.5,6,40
10643,7443,100,0,30,871,25,264,116,53,6.5,6,40
10644,6888,100,30,0,871,25,264,116,53,6.5,6,40
10645,8758,100,30,30,871,25,264,116,53,6.5,6,40
10646,1516,0,30,30,930,25,276,127,42,7.5,5.80000019073486,75
10647,1687,100,0,30,930,25,276,127,42,7.5,5.80000019073486,75
10648,4638,100,30,0,930,25,276,127,42,7.5,5.80000019073486,75
10649,4173,100,30,30,930,25,276,127,42,7.5,5.80000019073486,75
10650,2311,0,30,30,930,25,276,127,42,7.5,5.80000019073486,75
10651,2281,100,0,30,930,25,276,127,42,7.5,5.80000019073486,75
10652,4531,100,30,0,930,25,276,127,42,7.5,5.80000019073486,75
10653,3059,100,30,30,930,25,276,127,42,7.5,5.80000019073486,75
10654,1173,0,30,30,931,25,277,125,41.5,7,5.80000019073486,75
10655,2122,100,0,30,931,25,277,125,41.5,7,5.80000019073486,75
10656,5924,100,30,0,931,25,277,125,41.5,7,5.80000019073486,75
10657,4392,100,30,30,931,25,277,125,41.5,7,5.80000019073486,75
10658,1407,100,0,30,931,25,277,125,41.5,7,5.80000019073486,75
10659,2697,100,30,0,931,25,277,125,41.5,7,5.80000019073486,75
10660,5777,100,30,30,931,25,277,125,41.5,7,5.80000019073486,75
10661,2951,0,30,30,923,25,271,114,43,7,5.80000019073486,75
10662,1504,100,0,30,923,25,271,114,43,7,5.80000019073486,75
10663,3875,100,30,0,923,25,271,114,43,7,5.80000019073486,75
10664,2727,100,30,30,923,25,271,114,43,7,5.80000019073486,75
10665,1962,0,30,30,923,25,271,114,43,7,5.80000019073486,75
10666,1617,100,0,30,923,25,271,114,43,7,5.80000019073486,75
10667,4466,100,30,0,923,25,271,114,43,7,5.80000019073486,75
10668,4118,100,30,30,923,25,271,114,43,7,5.80000019073486,75
10669,4109,0,30,30,915,25,329,117,41.5,8,5.80000019073486,75
10670,5160,100,0,30,915,25,329,117,41.5,8,5.80000019073486,75
10671,6185,100,30,0,915,25,329,117,41.5,8,5.80000019073486,75
10672,4808,100,30,30,915,25,329,117,41.5,8,5.80000019073486,75
10673,4776,0,30,30,915,25,329,117,41.5,8,5.80000019073486,75
10674,2133,100,0,30,915,25,329,117,41.5,8,5.80000019073486,75
10675,7135,100,30,0,915,25,329,117,41.5,8,5.80000019073486,75
10676,5339,100,30,30,915,25,329,117,41.5,8,5.80000019073486,75
10677,4753,0,30,30,951,25,288,121,43,5.5,5.80000019073486,75
10678,5290,100,0,30,951,25,288,121,43,5.5,5.80000019073486,75
10679,7658,100,30,0,951,25,288,121,43,5.5,5.80000019073486,75
10680,6404,100,30,30,951,25,288,121,43,5.5,5.80000019073486,75
10681,2798,0,30,30,951,25,288,121,43,5.5,5.80000019073486,75
10682,5200,100,0,30,951,25,288,121,43,5.5,5.80000019073486,75
10683,8165,100,30,0,951,25,288,121,43,5.5,5.80000019073486,75
10684,4814,100,30,30,951,25,288,121,43,5.5,5.80000019073486,75
10685,4394,0,30,30,951,25,277,116,47,5.5,5.80000019073486,75
10686,3801,100,0,30,951,25,277,116,47,5.5,5.80000019073486,75
10687,5627,100,30,0,951,25,277,116,47,5.5,5.80000019073486,75
10688,6597,100,30,30,951,25,277,116,47,5.5,5.80000019073486,75
10689,4352,0,30,30,951,25,277,116,47,5.5,5.80000019073486,75
10690,4248,100,0,30,951,25,277,116,47,5.5,5.80000019073486,75
10691,6088,100,30,0,951,25,277,116,47,5.5,5.80000019073486,75
10692,6836,100,30,30,951,25,277,116,47,5.5,5.80000019073486,75
10693,4958,0,30,30,947,25,307,138,41.5,7,5.80000019073486,75
10694,2387,100,0,30,947,25,307,138,41.5,7,5.80000019073486,75
10695,4503,100,30,0,947,25,307,138,41.5,7,5.80000019073486,75
10696,4451,100,30,30,947,25,307,138,41.5,7,5.80000019073486,75
10697,2949,0,30,30,947,25,307,138,41.5,7,5.80000019073486,75
10698,1445,100,0,30,947,25,307,138,41.5,7,5.80000019073486,75
10699,4707,100,30,0,947,25,307,138,41.5,7,5.80000019073486,75
10700,4600,100,30,30,947,25,307,138,41.5,7,5.80000019073486,75
10701,1639,0,30,30,956,25,246,95,48.5,6,5.84999990463257,75
10702,3081,100,30,0,956,25,246,95,48.5,6,5.84999990463257,75
10703,3421,100,30,30,956,25,246,95,48.5,6,5.84999990463257,75
10704,1900,0,30,30,956,25,246,95,48.5,6,5.84999990463257,75
10705,3763,100,30,0,956,25,246,95,48.5,6,5.84999990463257,75
10706,3301,100,30,30,956,25,246,95,48.5,6,5.84999990463257,75
10707,2273,0,30,30,880,25,294,109,45,6,6.09999990463257,75
10708,6153,100,0,30,880,25,294,109,45,6,6.09999990463257,75
10709,6218,100,30,0,880,25,294,109,45,6,6.09999990463257,75
10710,4964,100,30,30,880,25,294,109,45,6,6.09999990463257,75
10711,2519,0,30,30,880,25,294,109,45,6,6.09999990463257,75
10712,5897,100,0,30,880,25,294,109,45,6,6.09999990463257,75
10713,6012,100,30,0,880,25,294,109,45,6,6.09999990463257,75
10714,5562,100,30,30,880,25,294,109,45,6,6.09999990463257,75
10715,1549,0,30,30,886,25,275,112,48.5,5,6.05000019073486,75
10716,1777,100,0,30,886,25,275,112,48.5,5,6.05000019073486,75
10717,4062,100,30,0,886,25,275,112,48.5,5,6.05000019073486,75
10718,4114,100,30,30,886,25,275,112,48.5,5,6.05000019073486,75
10719,2282,0,30,30,886,25,275,112,48.5,5,6.05000019073486,75
10720,1868,100,0,30,886,25,275,112,48.5,5,6.05000019073486,75
10721,3689,100,30,0,886,25,275,112,48.5,5,6.05000019073486,75
10722,1098,100,30,30,886,25,275,112,48.5,5,6.05000019073486,75
10723,5748,0,30,30,886,25,276,108,49,5,6.09999990463257,75
10724,5253,100,0,30,886,25,276,108,49,5,6.09999990463257,75
10725,9530,100,30,0,886,25,276,108,49,5,6.09999990463257,75
10726,6509,100,30,30,886,25,276,108,49,5,6.09999990463257,75
10727,5384,0,30,30,886,25,276,108,49,5,6.09999990463257,75
10728,3767,100,0,30,886,25,276,108,49,5,6.09999990463257,75
10729,4746,100,30,0,886,25,276,108,49,5,6.09999990463257,75
10730,4112,100,30,30,886,25,276,108,49,5,6.09999990463257,75
10731,1874,0,30,30,954,25,293,104,50.5,8,6.15000009536743,102
10732,3993,100,0,30,954,25,293,104,50.5,8,6.15000009536743,102
10733,5328,100,30,0,954,25,293,104,50.5,8,6.15000009536743,102
10734,6235,100,30,30,954,25,293,104,50.5,8,6.15000009536743,102
10735,1488,0,30,30,954,25,293,104,50.5,8,6.15000009536743,102
10736,3167,100,0,30,954,25,293,104,50.5,8,6.15000009536743,102
10737,3971,100,30,0,954,25,293,104,50.5,8,6.15000009536743,102
10738,4096,100,30,30,954,25,293,104,50.5,8,6.15000009536743,102
10739,1244,0,30,30,954,25,271,107,50.5,8.5,6.05000019073486,75
10740,2862,100,30,0,954,25,271,107,50.5,8.5,6.05000019073486,75
10741,2936,100,30,30,954,25,271,107,50.5,8.5,6.05000019073486,75
10742,1717,100,30,0,954,25,271,107,50.5,8.5,6.05000019073486,75
10743,3005,100,30,30,954,25,271,107,50.5,8.5,6.05000019073486,75
10744,3476,0,30,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10745,2622,100,0,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10746,5288,100,30,0,954,25,257,97,53.5,7.5,6.09999990463257,100
10747,4332,100,30,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10748,3749,0,30,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10749,2700,100,0,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10750,4710,100,30,0,954,25,257,97,53.5,7.5,6.09999990463257,100
10751,3598,100,30,30,954,25,257,97,53.5,7.5,6.09999990463257,100
10752,1213,0,30,30,954,25,273,110,48.5,9,6,75
10753,1242,100,0,30,954,25,273,110,48.5,9,6,75
10754,6182,100,30,0,954,25,273,110,48.5,9,6,75
10755,4961,100,30,30,954,25,273,110,48.5,9,6,75
10756,3485,0,30,30,954,25,273,110,48.5,9,6,75
10757,3036,100,0,30,954,25,273,110,48.5,9,6,75
10758,5125,100,30,0,954,25,273,110,48.5,9,6,75
10759,6326,100,30,30,954,25,273,110,48.5,9,6,75
10760,2855,0,30,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10761,3799,100,0,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10762,4035,100,30,0,954,25,269,115,47.5,8.5,6.09999990463257,75
10763,5646,100,30,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10764,2199,0,30,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10765,2378,100,0,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10766,5056,100,30,0,954,25,269,115,47.5,8.5,6.09999990463257,75
10767,3894,100,30,30,954,25,269,115,47.5,8.5,6.09999990463257,75
10768,4121,0,30,30,954,25,283,96,50,8,6.15000009536743,75
10769,3587,100,0,30,954,25,283,96,50,8,6.15000009536743,75
10770,6076,100,30,0,954,25,283,96,50,8,6.15000009536743,75
10771,6485,100,30,30,954,25,283,96,50,8,6.15000009536743,75
10772,2898,0,30,30,954,25,283,96,50,8,6.15000009536743,75
10773,4321,100,0,30,954,25,283,96,50,8,6.15000009536743,75
10774,6220,100,30,0,954,25,283,96,50,8,6.15000009536743,75
10775,6343,100,30,30,954,25,283,96,50,8,6.15000009536743,75
10776,2866,0,30,30,1067,25,324,105,50,8.5,5.84999990463257,75
10777,2871,100,0,30,1067,25,324,105,50,8.5,5.84999990463257,75
10778,4723,100,30,0,1067,25,324,105,50,8.5,5.84999990463257,75
10779,4762,100,30,30,1067,25,324,105,50,8.5,5.84999990463257,75
10780,2444,0,30,30,1067,25,324,105,50,8.5,5.84999990463257,75
10781,1794,100,0,30,1067,25,324,105,50,8.5,5.84999990463257,75
10782,6531,100,30,0,1067,25,324,105,50,8.5,5.84999990463257,75
10783,6408,100,30,30,1067,25,324,105,50,8.5,5.84999990463257,75
10784,2057,100,30,0,1082,25,338,113,55,8.5,5.69999980926514,109
10785,4347,100,30,30,1082,25,338,113,55,8.5,5.69999980926514,109
10786,4157,100,30,0,1082,25,338,113,55,8.5,5.69999980926514,109
10787,3664,100,30,30,1082,25,338,113,55,8.5,5.69999980926514,109
10788,2163,0,30,30,1082,25,320,106,55.5,8.5,5.84999990463257,75
10789,2648,100,30,0,1082,25,320,106,55.5,8.5,5.84999990463257,75
10790,3482,100,30,30,1082,25,320,106,55.5,8.5,5.84999990463257,75
10791,4685,100,30,0,1082,25,320,106,55.5,8.5,5.84999990463257,75
10792,2787,100,30,30,1082,25,320,106,55.5,8.5,5.84999990463257,75
10793,2431,0,30,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10794,2762,100,0,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10795,3842,100,30,0,1082,25,267,117,46.5,8.5,5.80000019073486,75
10796,5722,100,30,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10797,1265,0,30,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10798,4770,100,0,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10799,3645,100,30,0,1082,25,267,117,46.5,8.5,5.80000019073486,75
10800,6593,100,30,30,1082,25,267,117,46.5,8.5,5.80000019073486,75
10801,2318,100,30,0,1086,25,308,136,54.5,8,5.75,98
10802,1801,100,30,30,1086,25,308,136,54.5,8,5.75,98
10803,2258,100,30,0,1086,25,308,136,54.5,8,5.75,98
10804,2776,100,30,30,1086,25,308,136,54.5,8,5.75,98
10805,2344,0,30,30,1005,25,393,121,43,9.5,5.59999990463257,75
10806,1201,100,0,30,1005,25,393,121,43,9.5,5.59999990463257,75
10807,3383,100,30,0,1005,25,393,121,43,9.5,5.59999990463257,75
10808,2937,100,30,30,1005,25,393,121,43,9.5,5.59999990463257,75
10809,1883,0,30,30,1005,25,393,121,43,9.5,5.59999990463257,75
10810,4407,100,30,0,1005,25,393,121,43,9.5,5.59999990463257,75
10811,4032,100,30,30,1005,25,393,121,43,9.5,5.59999990463257,75
10812,2629,0,30,30,1002,25,356,142,44.5,10,5.65000009536743,40
10813,2928,100,0,30,1002,25,356,142,44.5,10,5.65000009536743,40
10814,4933,100,30,0,1002,25,356,142,44.5,10,5.65000009536743,40
10815,5004,100,30,30,1002,25,356,142,44.5,10,5.65000009536743,40
10816,3247,0,30,30,1002,25,356,142,44.5,10,5.65000009536743,40
10817,3175,100,0,30,1002,25,356,142,44.5,10,5.65000009536743,40
10818,3887,100,30,0,1002,25,356,142,44.5,10,5.65000009536743,40
10819,5111,100,30,30,1002,25,356,142,44.5,10,5.65000009536743,40
10820,3838,0,30,30,994,25,416,125,40,8.5,5.90000009536743,40
10821,2942,100,0,30,994,25,416,125,40,8.5,5.90000009536743,40
10822,4801,100,30,0,994,25,416,125,40,8.5,5.90000009536743,40
10823,4937,100,30,30,994,25,416,125,40,8.5,5.90000009536743,40
10824,3887,0,30,30,994,25,416,125,40,8.5,5.90000009536743,40
10825,3903,100,0,30,994,25,416,125,40,8.5,5.90000009536743,40
10826,5131,100,30,0,994,25,416,125,40,8.5,5.90000009536743,40
10827,5008,100,30,30,994,25,416,125,40,8.5,5.90000009536743,40
10828,1328,0,30,30,993,25,315,105,42,8,6.09999990463257,40
10829,2460,100,0,30,993,25,315,105,42,8,6.09999990463257,40
10830,4161,100,30,0,993,25,315,105,42,8,6.09999990463257,40
10831,3937,100,30,30,993,25,315,105,42,8,6.09999990463257,40
10832,1514,0,30,30,993,25,315,105,42,8,6.09999990463257,40
10833,2533,100,0,30,993,25,315,105,42,8,6.09999990463257,40
10834,4260,100,30,0,993,25,315,105,42,8,6.09999990463257,40
10835,3568,100,30,30,993,25,315,105,42,8,6.09999990463257,40
10836,2120,0,30,30,993,25,330,96,42.5,8.5,5.5,75
10837,2324,100,0,30,993,25,330,96,42.5,8.5,5.5,75
10838,5005,100,30,0,993,25,330,96,42.5,8.5,5.5,75
10839,3682,100,30,30,993,25,330,96,42.5,8.5,5.5,75
10840,2247,0,30,30,993,25,330,96,42.5,8.5,5.5,75
10841,3310,100,30,0,993,25,330,96,42.5,8.5,5.5,75
10842,3730,100,30,30,993,25,330,96,42.5,8.5,5.5,75
10843,2061,0,30,30,983,25,268,105,46.5,8,5.65000009536743,75
10844,5412,100,30,0,983,25,268,105,46.5,8,5.65000009536743,75
10845,3449,100,30,30,983,25,268,105,46.5,8,5.65000009536743,75
10846,1252,100,0,30,983,25,268,105,46.5,8,5.65000009536743,75
10847,3788,100,30,0,983,25,268,105,46.5,8,5.65000009536743,75
10848,4104,100,30,30,983,25,268,105,46.5,8,5.65000009536743,75
10849,2416,100,30,0,1009,25,364,104,42,8.5,6,75
10850,3492,100,30,30,1009,25,364,104,42,8.5,6,75
10851,3191,100,30,0,1009,25,364,104,42,8.5,6,75
10852,3690,100,30,30,1009,25,364,104,42,8.5,6,75
10853,3305,0,30,30,1009,25,329,92,44,8.5,5.90000009536743,75
10854,2651,100,0,30,1009,25,329,92,44,8.5,5.90000009536743,75
10855,3296,100,30,0,1009,25,329,92,44,8.5,5.90000009536743,75
10856,7211,100,30,30,1009,25,329,92,44,8.5,5.90000009536743,75
10857,3034,0,30,30,1009,25,329,92,44,8.5,5.90000009536743,75
10858,4526,100,0,30,1009,25,329,92,44,8.5,5.90000009536743,75
10859,4315,100,30,0,1009,25,329,92,44,8.5,5.90000009536743,75
10860,6815,100,30,30,1009,25,329,92,44,8.5,5.90000009536743,75
10861,840,0,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
10862,1190,0,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
10863,1200,0,0,0,467,22,1299,289,62.5,7,6.55000019073486,115
10864,680,0,0,0,543,20,1477,310,69.5,8,6.55000019073486,117
